,LineId,Time,Level,Content,EventId,EventTemplate
1488,1489,Mon Dec 05 10:47:47 2005,error,PacketResponder 0 for block blk_-1096621677333075077 terminating,E10,PacketResponder <*> for block blk_<*> terminating
1489,1490,Mon Dec 05 10:48:43 2005,notice,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.125.193:50010 is added to blk_-8657800226489501791 size 3550839,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
1490,1491,Mon Dec 05 10:48:46 2005,notice,PacketResponder 1 for block blk_2151150262081352617 terminating,E10,PacketResponder <*> for block blk_<*> terminating
1491,1492,Mon Dec 05 10:48:46 2005,error,BLOCK* NameSystem.delete: blk_3280859030919654043 is added to invalidSet of 10.251.214.130:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
1492,1493,Mon Dec 05 10:48:48 2005,error,PacketResponder 2 for block blk_-6811828069408410657 terminating,E10,PacketResponder <*> for block blk_<*> terminating
1493,1494,Mon Dec 05 10:51:12 2005,notice,Received block blk_4967370797322420259 of size 67108864 from /10.251.39.192,E11,Received block blk_<*> of size <*> from /<*>
1494,1495,Mon Dec 05 10:51:12 2005,notice,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.127.243:50010 is added to blk_-719178972315562824 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
1495,1496,Mon Dec 05 10:51:33 2005,notice,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.67.4:50010 is added to blk_9093176996492793041 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
1496,1497,Mon Dec 05 10:51:33 2005,notice,PacketResponder 1 for block blk_-7200400342436668240 terminating,E10,PacketResponder <*> for block blk_<*> terminating
1497,1498,Mon Dec 05 10:51:35 2005,error,Received block blk_7213990003235926706 of size 67108864 from /10.250.11.100,E11,Received block blk_<*> of size <*> from /<*>
1498,1499,Mon Dec 05 10:51:35 2005,error,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.32:50010 is added to blk_-2125743956855238111 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
1499,1500,Mon Dec 05 10:51:59 2005,notice,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.244:50010 is added to blk_-4875138366845786590 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
1500,1501,Mon Dec 05 10:52:00 2005,notice,PacketResponder 0 for block blk_2508619583759354778 terminating,E10,PacketResponder <*> for block blk_<*> terminating
1501,1502,Mon Dec 05 10:52:15 2005,notice,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.244:50010 is added to blk_6095704128062577668 size 28484260,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
1502,1503,Mon Dec 05 10:52:15 2005,notice,PacketResponder 2 for block blk_6123232805286187512 terminating,E10,PacketResponder <*> for block blk_<*> terminating
1503,1504,Mon Dec 05 10:52:21 2005,error,Receiving block blk_6413965758113058023 src: /10.251.199.150:45184 dest: /10.251.199.150:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
1504,1505,Mon Dec 05 10:53:42 2005,notice,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.197.226:50010 is added to blk_7275457888263057111 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
1505,1506,Mon Dec 05 10:53:42 2005,notice,PacketResponder 1 for block blk_6818232325322327288 terminating,E10,PacketResponder <*> for block blk_<*> terminating
1506,1507,Mon Dec 05 10:55:47 2005,notice,Received block blk_-5954527587435406374 of size 67108864 from /10.251.106.10,E11,Received block blk_<*> of size <*> from /<*>
1507,1508,Mon Dec 05 10:59:25 2005,notice,Received block blk_-4358842839092719327 of size 67108864 from /10.250.15.67,E11,Received block blk_<*> of size <*> from /<*>
1508,1509,Mon Dec 05 10:59:25 2005,notice,Received block blk_1489031087420498797 of size 67108864 from /10.251.71.193,E11,Received block blk_<*> of size <*> from /<*>
1509,1510,Mon Dec 05 10:59:25 2005,notice,PacketResponder 2 for block blk_-615578808743808725 terminating,E10,PacketResponder <*> for block blk_<*> terminating
1510,1511,Mon Dec 05 10:59:25 2005,notice,Received block blk_4588471931728384541 of size 67108864 from /10.251.90.81,E11,Received block blk_<*> of size <*> from /<*>
1511,1512,Mon Dec 05 10:59:25 2005,notice,BLOCK* NameSystem.allocateBlock: /user/root/randtxt5/_temporary/_task_200811101024_0012_m_001192_0/part-01192. blk_7720864196601815614,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>
1512,1513,Mon Dec 05 10:59:25 2005,notice,PacketResponder 1 for block blk_-9098645110390099509 terminating,E10,PacketResponder <*> for block blk_<*> terminating
1513,1514,Mon Dec 05 10:59:25 2005,notice,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.109.209:50010 is added to blk_1129715194117079802 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
1514,1515,Mon Dec 05 10:59:29 2005,notice,BLOCK* NameSystem.allocateBlock: /user/root/randtxt5/_temporary/_task_200811101024_0012_m_000900_0/part-00900. blk_6690143611140381289,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>
1515,1516,Mon Dec 05 10:59:29 2005,notice,Received block blk_7463248820468902190 of size 67108864 from /10.251.91.15,E11,Received block blk_<*> of size <*> from /<*>
1516,1517,Mon Dec 05 10:59:29 2005,notice,Received block blk_3961831045048378097 of size 67108864 from /10.251.39.160,E11,Received block blk_<*> of size <*> from /<*>
1517,1518,Mon Dec 05 10:59:29 2005,notice,PacketResponder 2 for block blk_-6220821375880228145 terminating,E10,PacketResponder <*> for block blk_<*> terminating
1518,1519,Mon Dec 05 10:59:29 2005,notice,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.66.192:50010 is added to blk_-4405302133414008227 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
1519,1520,Mon Dec 05 10:59:29 2005,notice,PacketResponder 1 for block blk_8854625173826438305 terminating,E10,PacketResponder <*> for block blk_<*> terminating
1520,1521,Mon Dec 05 10:59:29 2005,notice,Received block blk_8699194381234371727 of size 67108864 from /10.251.214.67,E11,Received block blk_<*> of size <*> from /<*>
1521,1522,Mon Dec 05 10:59:29 2005,error,PacketResponder 2 for block blk_-8389657728641837382 terminating,E10,PacketResponder <*> for block blk_<*> terminating
1522,1523,Mon Dec 05 10:59:29 2005,error,Receiving block blk_-5145508449157510071 src: /10.251.203.246:48508 dest: /10.251.203.246:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
1523,1524,Mon Dec 05 10:59:29 2005,error,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.215.50:50010 is added to blk_6675543598756975559 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
1524,1525,Mon Dec 05 10:59:29 2005,error,PacketResponder 1 for block blk_-8364400144313355814 terminating,E10,PacketResponder <*> for block blk_<*> terminating
1525,1526,Mon Dec 05 10:59:29 2005,error,Receiving block blk_6108023147232847992 src: /10.251.42.9:43819 dest: /10.251.42.9:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
1526,1527,Mon Dec 05 10:59:29 2005,error,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.66.102:50010 is added to blk_-1932467763723526131 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
1527,1528,Mon Dec 05 10:59:29 2005,error,Receiving block blk_-8834022217832819265 src: /10.251.105.189:53216 dest: /10.251.105.189:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
1528,1529,Mon Dec 05 11:02:05 2005,notice,BLOCK* NameSystem.allocateBlock: /user/root/randtxt5/_temporary/_task_200811101024_0012_m_001314_0/part-01314. blk_5872617224009342667,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>
1529,1530,Mon Dec 05 11:04:16 2005,notice,PacketResponder 0 for block blk_4877808040461609832 terminating,E10,PacketResponder <*> for block blk_<*> terminating
1530,1531,Mon Dec 05 11:04:16 2005,notice,Received block blk_3049351456771045311 of size 67108864 from /10.251.199.159,E11,Received block blk_<*> of size <*> from /<*>
1531,1532,Mon Dec 05 11:06:50 2005,notice,Received block blk_1247599917761164561 of size 67108864 from /10.251.37.240,E11,Received block blk_<*> of size <*> from /<*>
1532,1533,Mon Dec 05 11:06:51 2005,notice,Received block blk_2616961363639592748 of size 67108864 from /10.251.202.134,E11,Received block blk_<*> of size <*> from /<*>
1533,1534,Mon Dec 05 11:06:51 2005,notice,BLOCK* NameSystem.allocateBlock: /user/root/randtxt5/_temporary/_task_200811101024_0012_m_001529_0/part-01529. blk_-826920518336899809,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>
1534,1535,Mon Dec 05 11:06:51 2005,notice,Received block blk_-3436382429367583573 of size 67108864 from /10.251.107.19,E11,Received block blk_<*> of size <*> from /<*>
1535,1536,Mon Dec 05 11:06:51 2005,error,Receiving block blk_2824047463816148563 src: /10.251.42.84:35776 dest: /10.251.42.84:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
1536,1537,Mon Dec 05 11:06:51 2005,notice,Received block blk_-9211699406261033878 of size 67108864 from /10.251.30.85,E11,Received block blk_<*> of size <*> from /<*>
1537,1538,Mon Dec 05 11:06:51 2005,error,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.67:50010 is added to blk_-5961895238114806886 size 28508403,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
1538,1539,Mon Dec 05 11:06:51 2005,notice,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.19:50010 is added to blk_-2654726224018724510 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
1539,1540,Mon Dec 05 11:06:51 2005,error,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.67.225:50010 is added to blk_-3955287039966096707 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
1540,1541,Mon Dec 05 11:06:52 2005,error,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.75.143:50010 is added to blk_-1379379987510648393 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
1541,1542,Mon Dec 05 11:06:52 2005,notice,BLOCK* NameSystem.allocateBlock: /user/root/randtxt5/_temporary/_task_200811101024_0012_m_001726_0/part-01726. blk_1858805942071850133,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>
1542,1543,Mon Dec 05 11:06:52 2005,error,BLOCK* NameSystem.allocateBlock: /user/root/randtxt5/_temporary/_task_200811101024_0012_m_001554_0/part-01554. blk_5183831565578080242,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>
1543,1544,Mon Dec 05 11:06:52 2005,error,Receiving block blk_3248835454898465560 src: /10.251.42.84:40950 dest: /10.251.42.84:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
1544,1545,Mon Dec 05 11:06:52 2005,notice,BLOCK* NameSystem.allocateBlock: /user/root/randtxt5/_temporary/_task_200811101024_0012_m_001709_0/part-01709. blk_3776895047834644694,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>
1545,1546,Mon Dec 05 11:06:52 2005,error,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.43.192:50010 is added to blk_8521306385156958668 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
1546,1547,Mon Dec 05 11:06:52 2005,error,Receiving block blk_1606295458729964667 src: /10.251.214.32:47910 dest: /10.251.214.32:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
1547,1548,Mon Dec 05 11:06:52 2005,notice,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.203.149:50010 is added to blk_-7282356322111075290 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
1548,1549,Mon Dec 05 11:06:52 2005,error,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.122.65:50010 is added to blk_-5330522460969948971 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
1549,1550,Mon Dec 05 11:06:52 2005,error,PacketResponder 2 for block blk_1077394056781488 terminating,E10,PacketResponder <*> for block blk_<*> terminating
1550,1551,Mon Dec 05 11:06:52 2005,notice,BLOCK* NameSystem.allocateBlock: /user/root/randtxt5/_temporary/_task_200811101024_0012_m_001709_0/part-01709. blk_6054235487623373096,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>
1551,1552,Mon Dec 05 11:06:52 2005,error,PacketResponder 2 for block blk_-7256345477493725857 terminating,E10,PacketResponder <*> for block blk_<*> terminating
1552,1553,Mon Dec 05 12:35:57 2005,notice,Received block blk_3480684347183600958 of size 67108864 from /10.251.111.209,E11,Received block blk_<*> of size <*> from /<*>
1553,1554,Mon Dec 05 12:35:57 2005,notice,BLOCK* NameSystem.allocateBlock: /user/root/randtxt5/_temporary/_task_200811101024_0012_m_001635_0/part-01635. blk_9034993982993401678,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>
1554,1555,Mon Dec 05 12:36:36 2005,notice,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.31.5:50010 is added to blk_-1821104627978106102 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
1555,1556,Mon Dec 05 12:36:36 2005,notice,Receiving block blk_8116683912654412228 src: /10.251.39.179:42019 dest: /10.251.39.179:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
1556,1557,Mon Dec 05 12:36:36 2005,notice,PacketResponder 0 for block blk_-8329840785892216949 terminating,E10,PacketResponder <*> for block blk_<*> terminating
1557,1558,Mon Dec 05 12:36:36 2005,notice,PacketResponder 0 for block blk_8254500345987409515 terminating,E10,PacketResponder <*> for block blk_<*> terminating
1558,1559,Mon Dec 05 12:36:39 2005,notice,Receiving block blk_-4657886075935807358 src: /10.251.31.160:53084 dest: /10.251.31.160:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
1559,1560,Mon Dec 05 12:36:39 2005,error,Receiving block blk_8201813022998766557 src: /10.251.203.4:51404 dest: /10.251.203.4:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
1560,1561,Mon Dec 05 12:36:39 2005,notice,BLOCK* NameSystem.delete: blk_-4438918035940270891 is added to invalidSet of 10.251.71.193:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
1561,1562,Mon Dec 05 12:36:39 2005,error,BLOCK* NameSystem.delete: blk_5616920288053661280 is added to invalidSet of 10.251.42.9:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
1562,1563,Mon Dec 05 12:36:39 2005,notice,BLOCK* NameSystem.delete: blk_1815340037591016775 is added to invalidSet of 10.250.9.207:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
1563,1564,Mon Dec 05 12:36:39 2005,error,BLOCK* NameSystem.delete: blk_2154193600525549460 is added to invalidSet of 10.251.43.147:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
1564,1565,Mon Dec 05 12:36:39 2005,notice,BLOCK* NameSystem.delete: blk_5580254744888391593 is added to invalidSet of 10.251.201.204:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
1565,1566,Mon Dec 05 12:36:39 2005,error,BLOCK* NameSystem.delete: blk_-1641081065757890722 is added to invalidSet of 10.251.107.242:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
1566,1567,Mon Dec 05 12:40:37 2005,notice,BLOCK* NameSystem.delete: blk_5505696082121135363 is added to invalidSet of 10.251.214.130:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
1567,1568,Mon Dec 05 12:40:38 2005,notice,BLOCK* NameSystem.delete: blk_5689009809369418749 is added to invalidSet of 10.251.91.84:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
1568,1569,Mon Dec 05 12:40:38 2005,error,BLOCK* NameSystem.delete: blk_8155177385081669900 is added to invalidSet of 10.251.197.161:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
1569,1570,Mon Dec 05 12:50:42 2005,notice,BLOCK* NameSystem.delete: blk_247452006316846355 is added to invalidSet of 10.250.6.191:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
1570,1571,Mon Dec 05 12:50:42 2005,notice,BLOCK* NameSystem.delete: blk_2657997043417110888 is added to invalidSet of 10.250.13.240:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
1571,1572,Mon Dec 05 12:50:43 2005,notice,BLOCK* NameSystem.delete: blk_-323838382557775734 is added to invalidSet of 10.251.202.209:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
1572,1573,Mon Dec 05 12:50:43 2005,notice,BLOCK* NameSystem.delete: blk_-719470845056640928 is added to invalidSet of 10.251.90.64:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
1573,1574,Mon Dec 05 12:50:43 2005,error,BLOCK* NameSystem.delete: blk_-7999375661905777727 is added to invalidSet of 10.251.106.37:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
1574,1575,Mon Dec 05 12:50:43 2005,error,BLOCK* NameSystem.delete: blk_-2451769929123196359 is added to invalidSet of 10.251.199.159:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
1575,1576,Mon Dec 05 12:55:48 2005,notice,BLOCK* NameSystem.delete: blk_3231389654886008065 is added to invalidSet of 10.251.195.52:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
1576,1577,Mon Dec 05 12:55:48 2005,notice,BLOCK* NameSystem.delete: blk_3637945019239882309 is added to invalidSet of 10.251.198.196:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
1577,1578,Mon Dec 05 12:55:49 2005,notice,Deleting block blk_-7423574498760490375 file /mnt/hadoop/dfs/data/current/subdir58/blk_-7423574498760490375,E9,Deleting block blk_<*> file /<*>/blk_<*>
1578,1579,Mon Dec 05 12:55:49 2005,error,BLOCK* ask 10.250.17.177:50010 to delete  blk_-8570780307468499817 blk_-9122557405432088649 blk_-4393063808227796056 blk_8767569714374844347 blk_7079754042611867581 blk_7608961006114219538 blk_-5017273584996436939 blk_-6537833125980536955 blk_7610838808763810123 blk_3300803097775546532 blk_-5120750586032922592 blk_1577274266662884430 blk_765879159867598347 blk_-9076085976403711202 blk_-3198963348573340497 blk_-4645750029177277209 blk_-5136142986912961316 blk_5677959846373741243 blk_2107477892986152528 blk_-4235116161537008844 blk_6082535783543982566 blk_-4809870147222033236 blk_8818706925296961012 blk_-5203577173046267127 blk_189089569009261656 blk_446299976487589160 blk_-3916247521166632303 blk_-3324962406687427922 blk_-1807424528783081572 blk_-6858401049333055963 blk_6036564204960295926 blk_-8140723044408248078 blk_-3800132731140204959 blk_1716344083117307767 blk_-5194808114606613364 blk_-5473871016976323232 blk_2920934363167004552 blk_8736689095894369097 blk_-7642734632751940776 blk_3408482260833769309 blk_118013751374560901 blk_7963891081239759520 blk_3813114133944383323 blk_3042818489384932576 blk_-4570173726231458270 blk_-1564644006975920581 blk_338095650783321996 blk_3150135312641203550 blk_4285859645577726288 blk_3438772130782939627 blk_2634772258588877972 blk_-6795664812575964130 blk_3923069610304693233 blk_-1782996202120067721 blk_2004418049430157212 blk_1932147224007687756 blk_-582901062969027153 blk_5072240701440032119 blk_-7919006477393039068 blk_-7318022361288598312 blk_-6974693594143537436 blk_-5435767047126325206 blk_-5805500288959332434 blk_-7109885589081848850 blk_2161580591957523893 blk_7240227881194993860 blk_-8298405680648445349 blk_-4253026248821272215 blk_8377661448601579317 blk_8029153852899017155 blk_-8754388319080705916 blk_-7844092300527332901 blk_710178463364063355 blk_-5136849989188547884 blk_8393887138377503163 blk_-6950176077776664217 blk_-6488701068659548195 blk_2537458728254532453 blk_364441107933628577 blk_6207861897580168557 blk_8814943807366894581 blk_-4150682644311695471 blk_9174833667156726933 blk_649427218152856001 blk_-7403541028238011236 blk_-334982586592048773 blk_61908781908925992 blk_6385574357371832424 blk_-66376131060945541 blk_1372596948297458670 blk_-3389135155401857220 blk_-6035411221441929663 blk_-5127580069634421247 blk_-5685246533892022418 blk_4977937528993040451 blk_5680538862600094527 blk_-8378747462487962732 blk_425101290285860876 blk_6306622708327890839 blk_-1067866602168873257,E4,BLOCK* ask <*>:<*> to delete  blk_<*>
1579,1580,Mon Dec 05 12:55:49 2005,notice,Deleting block blk_-9169228974826183399 file /mnt/hadoop/dfs/data/current/subdir5/blk_-9169228974826183399,E9,Deleting block blk_<*> file /<*>/blk_<*>
1580,1581,Mon Dec 05 12:55:49 2005,error,BLOCK* ask 10.250.10.213:50010 to delete  blk_4029139044660806713 blk_-5471189807977280544 blk_6708643067868168687 blk_-500678958150296008 blk_-8597840983621849778 blk_-3610057702150392748 blk_-1709606535283888232 blk_-4154362211643572668 blk_-8892080524136798472 blk_5356427838869009345 blk_-6987238639050161133 blk_-5215128860160823363 blk_7186692462976470823 blk_-6538449588297475521 blk_-2165930080589343952 blk_-5524899010031625427 blk_6384439316405471171 blk_-2965258329365213675 blk_118950937507976810 blk_-1717088081766373300 blk_-3911466865418055820 blk_1237334407720045724 blk_-760015977981369567 blk_-6802007379650646616 blk_-7667535133893574689 blk_6865645438678864855 blk_4633996820313194570 blk_7225301266481603731 blk_-4930257130609958866 blk_-4124845864570823487 blk_4927011145115127531 blk_7234346856930822716 blk_7159969052744592746 blk_1296823600557793869 blk_2209319141644287774 blk_-622218131799806364 blk_-8154516246083521409 blk_4466433199471909449 blk_8406894133999850666 blk_991075908349619367 blk_-2081474832657208733 blk_-5573393775847919985 blk_2004177185950968695 blk_4041319486058127641 blk_6449230045010995668 blk_5978265573904271474 blk_-4813738732036414715 blk_4389340532803855247 blk_-857151863616763327 blk_-7200136644339435027 blk_-1454962873426270839 blk_-5012294311590635938 blk_7112727670634942639 blk_3335012758760643328 blk_3382627815322561484 blk_825124020036421636 blk_-8040559034239258688 blk_-5415591001139074826 blk_-1052513063506891954 blk_-1155882018729560343 blk_-5679835604685169040 blk_-4498808851217768984 blk_8345415947062862337 blk_8521655806854586696 blk_7602939593939794410 blk_-4833650023923869528 blk_7237730029042141635 blk_2860897425785746911 blk_-1937193099911148343 blk_5740615689780260922 blk_963252337613423037 blk_5537011318013544619 blk_2626057344048606017 blk_8296499240199635880 blk_7211071078501521087 blk_8823112510768971040 blk_-3366974935992288326 blk_-2947778702643296262 blk_7693891282153136044 blk_4644812717442758529 blk_-5724970555730638200 blk_-3039294462945223064 blk_-1729755380346651221 blk_-6448673813272428418 blk_-7724282460846954976 blk_2698691234887375588 blk_-4043525878322523713 blk_-5195120009388265 blk_8879208244602324204 blk_-5784376901556131897 blk_-5201149273969117873 blk_5253889604362640423 blk_7067050654303940677 blk_8992626816092659826 blk_-488462739843441981 blk_8543991617360374935 blk_1943146154560599630 blk_-9194660123773136535 blk_3351984198891394382 blk_-6759123807563555545,E4,BLOCK* ask <*>:<*> to delete  blk_<*>
1581,1582,Mon Dec 05 13:00:33 2005,notice,Received block blk_5406084276349645828 of size 67108864 from /10.250.10.223,E11,Received block blk_<*> of size <*> from /<*>
1582,1583,Mon Dec 05 13:00:33 2005,notice,PacketResponder 1 for block blk_2016964533702776852 terminating,E10,PacketResponder <*> for block blk_<*> terminating
1583,1584,Mon Dec 05 13:00:34 2005,notice,Deleting block blk_-1306900105984505600 file /mnt/hadoop/dfs/data/current/subdir31/blk_-1306900105984505600,E9,Deleting block blk_<*> file /<*>/blk_<*>
1584,1585,Mon Dec 05 13:00:34 2005,error,Deleting block blk_-1312981516354612257 file /mnt/hadoop/dfs/data/current/subdir29/blk_-1312981516354612257,E9,Deleting block blk_<*> file /<*>/blk_<*>
1585,1586,Mon Dec 05 13:00:34 2005,notice,Deleting block blk_-2658615574293326723 file /mnt/hadoop/dfs/data/current/subdir37/blk_-2658615574293326723,E9,Deleting block blk_<*> file /<*>/blk_<*>
1586,1587,Mon Dec 05 13:00:34 2005,error,Deleting block blk_2107487634698646045 file /mnt/hadoop/dfs/data/current/subdir3/blk_2107487634698646045,E9,Deleting block blk_<*> file /<*>/blk_<*>
1587,1588,Mon Dec 05 13:05:24 2005,notice,Deleting block blk_-253282915050290778 file /mnt/hadoop/dfs/data/current/subdir23/blk_-253282915050290778,E9,Deleting block blk_<*> file /<*>/blk_<*>
1588,1589,Mon Dec 05 13:05:24 2005,notice,Deleting block blk_1587615395786683981 file /mnt/hadoop/dfs/data/current/subdir14/blk_1587615395786683981,E9,Deleting block blk_<*> file /<*>/blk_<*>
1589,1590,Mon Dec 05 13:05:24 2005,error,Deleting block blk_3706543205492061794 file /mnt/hadoop/dfs/data/current/subdir1/blk_3706543205492061794,E9,Deleting block blk_<*> file /<*>/blk_<*>
1590,1591,Mon Dec 05 13:10:55 2005,notice,Deleting block blk_3862032846413436284 file /mnt/hadoop/dfs/data/current/subdir28/blk_3862032846413436284,E9,Deleting block blk_<*> file /<*>/blk_<*>
1591,1592,Mon Dec 05 13:10:59 2005,notice,Deleting block blk_4632283243694149854 file /mnt/hadoop/dfs/data/current/subdir40/blk_4632283243694149854,E9,Deleting block blk_<*> file /<*>/blk_<*>
1592,1593,Mon Dec 05 13:10:59 2005,error,Deleting block blk_1018961650823645078 file /mnt/hadoop/dfs/data/current/subdir60/blk_1018961650823645078,E9,Deleting block blk_<*> file /<*>/blk_<*>
1593,1594,Mon Dec 05 13:16:27 2005,notice,Deleting block blk_1213582438865696738 file /mnt/hadoop/dfs/data/current/subdir56/blk_1213582438865696738,E9,Deleting block blk_<*> file /<*>/blk_<*>
1594,1595,Mon Dec 05 13:16:27 2005,notice,Deleting block blk_2473550781612396886 file /mnt/hadoop/dfs/data/current/subdir54/blk_2473550781612396886,E9,Deleting block blk_<*> file /<*>/blk_<*>
1595,1596,Mon Dec 05 13:16:27 2005,notice,Deleting block blk_8102707766842966459 file /mnt/hadoop/dfs/data/current/subdir29/blk_8102707766842966459,E9,Deleting block blk_<*> file /<*>/blk_<*>
1596,1597,Mon Dec 05 13:16:27 2005,notice,PacketResponder 1 for block blk_-352190670750948803 terminating,E10,PacketResponder <*> for block blk_<*> terminating
1597,1598,Mon Dec 05 13:16:29 2005,notice,Deleting block blk_6491888411266994867 file /mnt/hadoop/dfs/data/current/subdir39/blk_6491888411266994867,E9,Deleting block blk_<*> file /<*>/blk_<*>
